Arranger,Composer,Title,Folder/Catalogue #,# Copies,Voicing,Publisher,Publication or Reprint Date,OCLC#,Season / Type,Extra Instruments & Info,,,,,,,,,,,,,,,,,
,"DeCormier, Robert",May There Always Be Sunshine,225,28,SATB,Lawson-Gould,,,Russian folk song,"Melodica, Guitar, Harpsichord (or piano)",,,,,,,,,,,,,,,,,
,"DeCormier, Robert",My Lord's A-Writin' All the Time,226,32,"Tenor solo, SATB",G. Schirmer,,,Negro Spiritual,"Tenor solo, A cappella",,,,,,,,,,,,,,,,,
,"DeCormier, Robert",Obey the Spirit of the Lord,227,35,"Solo voice, SATB",G. Schirmer,,,Negro Spiritual,Solo voice,,,,,,,,,,,,,,,,,
,"Deeleman, David",David Danced Before the Lord,1029 /2 envelopes,40,SATB,Carl Fischer,,,,"Piano, tambourines",,,,,,,,,,,,,,,,,
,"DeKoven, Reginald",Recessional,256,16,"Baritone solo, SSTB",Theodore Presser ,,,,Baritone solo,,,,,,,,,,,,,,,,,
,"Delius, Frederick","Splendour Falls on Castle Walls, The",931,30,SATB,Oxford Press,,,,A cappella,,,,,,,,,,,,,,,,,
,"Delius, Frederick",To Be Sung of a Summer Night on the Water,228 /2 envelopes,95,SATTBB,Boosey & Hawkes,,,,A cappella,,,,,,,,,,,,,,,,,
,"Dello Joio, Norman",Of Crows and Clusters,1565,3,SATB,Marks Music ,,,"Based on ""Two Old Crows""",Piano,,,,,,,,,,,,,,,,,
,"Dello Joio, Norman",The Holy Infants Lullaby,1661,56,SATB,Hal Leonard,,,,Piano,,,,,,,,,,,,,,,,,
,"Dello Joio, Norman",Psalm of Peace,1069 /2 envelopes,50,SATB,Marks Music ,,,Extended,Instrument parts included,,,,,,,,,,,,,,,,,
,"Dello Joio, Norman",A Jubilant Song,1118 /2 envelopes,60,SATB,Schirmer,,,,Piano,,,,,,,,,,,,,,,,,
,"Dello Joio, Norman","Come to Me, My Love",1608 /2 envelopes,35,SATB,Harks/Hal-Leonard,,,,Piano,,,,,,,,,,,,,,,,,
,"Dello Joio, Norman","Mystic Trumpeter, The",858 /4 envelopes,60,SATB,G. Schirmer,,,Extended,"Sop, Ten, and Bari soloists, french horn",,,,,,,,,,,,,,,,,
,"Dello Joio, Norman",Song of the Open Road,950 /4 envelopes,140,SATB,Carl Fischer,,,,"Trumpet solo, piano",,,,,,,,,,,,,,,,,
Shanklin,"Dennis, Matt",Angel Eyes,1147,15,SATB,Copies,,,Jazz,Orchestra,,,,,,,,,,,,,,,,,
Frank Metis,"Denver, John",Back Home Again,230,50,SATB,Cherry Lane Music,,,,,,,,,,,,,,,,,,,,,
Robert Bune,"Denver, John",Sunshine on my Shoulders,231,44,SATB,Cherry Lane Music,,,,"opt. Guitar (2), String Bass, Flute",,,,,,,,,,,,,,,,,
,"DePauer, Leonard",Marry a Woman Uglier Than You,232,41,"Tenor solo, SATBB",G. Schirmer,,,Calypso,"Tenor solo, a'cappella",,,,,,,,,,,,,,,,,
Shaw,Derwingson,A Beautiful Beginning,1151,20,SATB,Vortex,,,Jazz,"Rhythm section, Sop solo",,,,,,,,,,,,,,,,,
"Scott, Alfred","Des Pres, Josquin","Ave, Verum Corpus",2208,30,SSA,Choral Art Publications,,,,Opt piano,,,,,,,,,,,,,,,,,
,"Des Prez, Josqin","Cricket, The",233,30,SATB,Oxford Press,,,Frottola,A cappella,,,,,,,,,,,,,,,,,
,"Dett, R. Nathaniel",O Holy Lord,237,36,SSAATTBB,G. Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
,"DeVaux, Joseph",Rock-a My Soul,234,19,SATB,Bourne ,,,,piano,,,,,,,,,,,,,,,,,
"Widmann, Wilhelm","Di Lasso, Orlando",Audite Nova! (The Big Fat Goose),244,6,SAAB,G. Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
"Widmann, Wilhelm","Di Lasso, Orlando","Echo Song (Olà! o che bon eccho!"")",245,34,SATB-SATB,G. Schirmer,,,,"Double chorus, a cappella",,,,,,,,,,,,,,,,,
"Widmann, Wilhelm","Di Lasso, Orlando","Farmer, What's that in your Bag?",246,52,SATB,G. Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
"Deis, Carl","Di Lasso, Orlando",Surrexit Pastor Bonus (The Shepard Has Risen),248,40,SSATB,G. Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
"Krone, Max T.","Di Lasso, Orlando",Timor et Tremor,249,32,SAATTB,M. Whitmark & Sons,,,Motet,A cappella,,,,,,,,,,,,,,,,,
,"Di Lasso, Orlando",Mon Coeur Se Recommande a Vous,896,20,SATB,Arista,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
,"Di Lasso, Orlando",Salve Regina,1190,30,SATB,Arista,,,Motet,A cappella,,,,,,,,,,,,,,,,,
"Malin, Don","Di Lasso, Orlando",Gallants Who Hail from Land and Sea,1575,7,SATB,Marks Music ,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
"Malin, Don","Di Lasso, Orlando",Fair is the Crystal,1576,5,SATB,Marks Music ,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
"Widmann, Wilhelm","Di Lasso, Orlando","Echo Song (Olà! o che bon eccho!"")",1799,50,SATB-SATB,G. Schirmer,,,,"Double chorus, a'cappella",,,,,,,,,,,,,,,,,
"Avalos, A","Di Lasso, Orlando",Adoramus Te,2402,2,SSA,Belwin Mills,,,Motet,A cappella,,,,,,,,,,,,,,,,,
,"Diack, Michael",Jack and Jill,238,29,SATB,Paterson's ,,,,Piano,,,,,,,,,,,,,,,,,
,"Dickau, David","O, My Love's Like a Red, Red Rose",892,35,SATB,Shawnee Press,,,,A cappella,,,,,,,,,,,,,,,,,
,"Dickau, David",O Mistress Mine,1287,30,SATB,Neil A Kjos,,,Madrigal,"Piano, divisi",,,,,,,,,,,,,,,,,
,"Dickau, David",Silvia,1336,30,SATB,Neil A Kjos,,,,"Piano, divisi",,,,,,,,,,,,,,,,,
,"Dickau, David",Lovers Love the Spring,1337,30,SATB,Neil A Kjos,,,,"Piano, divisi",,,,,,,,,,,,,,,,,
,"Dickau, David",If Music Be the Food of Love,1725,20,SATB,Colla Voce,,,,Piano,,,,,,,,,,,,,,,,,
,"Dickau, David",In Time of Daffodils,1952,25,SATB,Walton Music,,,,A cappella,,,,,,,,,,,,,,,,,
,"Dickau, David",Stars I Shall Find,2029,60,SATB,Walton Music,,,,Piano,,,,,,,,,,,,,,,,,
,"Dickow, Robert",Peace,1059,40,SATB,Shawnee Press,,,,A cappella,,,,,,,,,,,,,,,,,
,"Dickow, Robert",Century Songfest,1292,6,SATB,Photocopy,,,Extended,"Originally titled 'Century Songfest' but later revised. Some copies have the new title, some the old one.",,,,,,,,,,,,,,,,,
,"Dickow, Robert",Syringa,1726,25,SATB,,,,,A cappella,,,,,,,,,,,,,,,,,
,"Dickow, Robert",Yard work in Moscow,2025,10,SATB,,,,,Piano,,,,,,,,,,,,,,,,,
,"Dickow, Robert",Syringa,1199 /2 envelopes,26,SATB,Unpublished,,,,A cappella,,,,,,,,,,,,,,,,,
,"Diemer, Emma Lou",Praise Ye the Lord,240,53,SATB,Harold Flammer ,,,Psalm,Two Pianos,,,,,,,,,,,,,,,,,
,"Diemer, Emma Lou",Three Madrigals,241,14,SATB,Boosey & Hawkes,,,Madrigal,Piano,,,,,,,,,,,,,,,,,
,"Diemer, Emma Lou",Verses From the Rubaiyat,1501,1 set,SATB,Boosey & Hawkes,,,5 movements,"1 set of 5 movements, a cappella",,,,,,,,,,,,,,,,,
,"Diemer, Emma Lou",Five Limericks,2303,25,SSAA,Edward B Marks ,,,,Piano and Percussion,,,,,,,,,,,,,,,,,
,"Diemer, Emma Lou","Dance, Dance, My Heart",2479,2,SATB,Carl Fischer,,,,Piano and percussion,,,,,,,,,,,,,,,,,
,"Diercks, Louis H.","Earth is the Lord's, The",242,41,SATB,M. Whitmark & Sons,,,Psalm,A cappella,,,,,,,,,,,,,,,,,
,"Dieterich, Milton",Kyrie Eleison,243,46,SATB,Boosey & Hawkes,,,,A cappella,,,,,,,,,,,,,,,,,
,"Dilworth, Rollo",No Rocks A-Cryin',2308,24,SSAA,Hal Leonard,,,Spiritual,Piano,,,,,,,,,,,,,,,,,
,"Dinevstein, Norman","Day Darken, Frogs Say",1396,49,TTB,Carl Fischer,,,,"#1 from Frogs, A cappella",,,,,,,,,,,,,,,,,
,"Dinevstein, Norman",An Old Silent Pont,1397,49,SATB,Carl Fischer,,,,"#2 from frogs, a cappella",,,,,,,,,,,,,,,,,
,"Dinevstein, Norman","Ho, For the May Rains/A Tree Frog Trilling",1398,72,SATB,Carl Fischer,,,,"#3 from Frogs, A cappella",,,,,,,,,,,,,,,,,
,"Dirksen, Richard",Rejoice Ye Pure in Heart,2499,2,SATB,Harold Flammer,,,,"Piano, brass, timpani",,,,,,,,,,,,,,,,,
,"Distler, Hugo",Vorspruch (Preamble),1062,26,SATBB,European American,,,,A cappella,,,,,,,,,,,,,,,,,
,"Distler, Hugo",Lo! How a Rose E'er Blooming,1728,30,SATB,Concordia,,,,A cappella,,,,,,,,,,,,,,,,,
,"Distler, Hugo","Praise to the Lord, the Almighty",1729,25,SATB,Arista ,,,,A cappella,,,,,,,,,,,,,,,,,
"Swenson, Warren","Disx, William",What Child is This?,1467,55,SATB,Galexy Music ,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Dodd, Margaret",A la puerta del cielo (At the Doorwy of Heaven),251,58,SATBB,Mercury Music ,,,,A cappella,,,,,,,,,,,,,,,,,
,"Dohnanyi, Ernest",Locus Iste (Blessed God),1730,65,SATB,Pavane,,,Sacred,Organ,,,,,,,,,,,,,,,,,
,"Dole, N.H.",Fireflies,252,46,SATB,E.C. Schirmer,,,Russian,A cappella,,,,,,,,,,,,,,,,,
"Guiterman, Arthur","Donato, Anthony",Barn Dance,254,50,SATB,H.T. FitzSimmons,,,,A cappella,,,,,,,,,,,,,,,,,
,"Donato, Baldassare",All Ye Who Music Love,253,23,SATB,Oliver Ditson ,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
,Donizetti,"Oh, Italia, Italia, Beloved (from ""Lucrezia"")",255,20,SATB,John Church ,,,,Piano,,,,,,,,,,,,,,,,,
"Strid, George","Donnely, Mary",Freedom Will Light the Way,1526,7,2-part ,Shawnee Press,,,Patriotic,Piano,,,,,,,,,,,,,,,,,
"Strid, George","Donnely, Mary",Where Peaceful Waters Flow,1543,7,SATB,Shawnee Press,,,,Piano,,,,,,,,,,,,,,,,,
Muller,Donovan,"Brother Sun, Sister Moon",1227,14,SATB,Famous Music,,,Jazz,Piano,,,,,,,,,,,,,,,,,
,"Donovan, Richard",The Yellow Lily,2360,6,SSA,Associated Music Publishers,,,,Piano,,,,,,,,,,,,,,,,,
,"Dowland, John",Come Again! Sweet Love Doth Now Invite,257,8,SATB,M. Whitmark & Sons,,,,A cappella,,,,,,,,,,,,,,,,,
,"Dowland, John",Five Knacks for Ladies (The Pedlar's Song),258,2,SATB,H.W. Gray ,,,,A cappella,,,,,,,,,,,,,,,,,
,"Doyle, Patrick",Non Nobis Domine,33,20,SATB,Alfred Rock Music,,,,Piano,,,,,,,,,,,,,,,,,
,"Dubois, Thomas","Seven Words of Christ, The",2620,27,SATB,H.W. Gray ,,,Extended Work,Orchestra,,,,,,,,,,,,,,,,,
"Rodde, James","Dubra, Rihards ",Oculus non vidit,2002,31,SATB,Alliance,,,,A cappella,,,,,,,,,,,,,,,,,
,"Duke, John",Psalm 23,1518,10,SATB,Southern Music,,,Sacred,A cappella,,,,,,,,,,,,,,,,,
Barduhn,"Duke, Vernon",April in Paris,1149,5,SATB,Warner Bro,,,Jazz,Instrument parts included,,,,,,,,,,,,,,,,,
"Selby, B. Luard","Durant, Chas.",My Love if but Within Me,762,12,SATB,G. Schirmer,,,,Piano,,,,,,,,,,,,,,,,,
"Matterling, Geo.",Durante,Misericordias Domini,259,57,SATB - SATB,Neil A. Kjos Music ,,,,"Double chorus, A cappella",,,,,,,,,,,,,,,,,
,"Durufle, Maurice",Requiem,2632,31,SATB,Durand,,,Extended Work,"Orchestra, Full Score included",,,,,,,,,,,,,,,,,
,"Durufle, Maurice",Ubi Caritas ,1731 /2 envelopes,80,SATB,Theodore Presser,,,,A cappella,,,,,,,,,,,,,,,,,
,"Durufle, Maurie",Tota Pulchra es,1400,24,SSA,Theodore Preser,,,Motet,"Quatre Motets, op. 10 #2, a cappella",,,,,,,,,,,,,,,,,
,"Durufle, Maurie",Tu es Petrus,1401,54,SATB,Theodore Presser,,,Motet,"Quatre Motets, op. 10 #3, a cappella",,,,,,,,,,,,,,,,,
,"Durufle, Maurie",Tantum Ergo,1402,52,SATB,Theodore Presser,,,Motet,"Quatre Motets, op. 10 #4, a cappella",,,,,,,,,,,,,,,,,
,"Dusing, David",Frog Went A-Courtin',1732 /4 envelopes,85,SATB,Lawson Gould,,,,Piano,,,,,,,,,,,,,,,,,
,"Dvorak, Anton",Songs of Nature,1129 /5 envelopes,50,SATB,Broude Bros.,,,,A cappella,,,,,,,,,,,,,,,,,
,"Dvorak, Anton",The Wedding Ring,1663 /2 envelopes,32,SATB,Plymouth Music,,,,Piano,,,,,,,,,,,,,,,,,
William Arms Fisher,"Dvorak, Anton",Goin' Home (New World Symphony),260 /2 envelopes,34,SATB,Oliver Ditson ,,,,piano or organ,,,,,,,,,,,,,,,,,
,"Dvorak, Raymond",Sophomoric Philosphy,991,15,SATB,Remick,,,Part songs,A cappella,,,,,,,,,,,,,,,,,
"Thomas, Len","Dylan, Bob",Blowin' in the Wind/Amenka,1536,7,SAB,Shawnee Press,,,Patriotic,Piano,,,,,,,,,,,,,,,,,
,"Dyson, George",Evening,261,64,SATB,Carl Fischer,,,,A cappella,,,,,,,,,,,,,,,,,
,"Edenroth, Anders",Chile Con Carne,2059,30,SSATB,Walton Music,,,,A cappella,,,,,,,,,,,,,,,,,
,"Edmundson, Garth",Shepherd's Vigil,262,63,SATB,J. Fischer & Bro.,,,Christmas,Organ,,,,,,,,,,,,,,,,,
,"Edmundson, Garth",Angels In The Night,2214,30,SSA,J. Fischer,,,"Christmas, motet",Opt piano,,,,,,,,,,,,,,,,,
,"Effinger, Cecil",No Mark (from Four Pastorales),263,51,SATB,G. Schirmer,,,,"Oboe, a cappella",,,,,,,,,,,,,,,,,
,"Effinger, Cecil",A Prairie Sunset,2363,31,SATB,National Music,,,,Piano,,,,,,,,,,,,,,,,,
,"Eggert, Fred E.",O Love That Wilt Not Let Me Go,264,12,"Soprano solo, SATB mixed",Theodore Presser ,,,,Soprano solo,,,,,,,,,,,,,,,,,
,"Ehret, Walter","Joseph Dearest, Joseph Mine",1533,4,SAB,Cambiata Press,,,Christmas,"Piano, oboe and finger cymbals",,,,,,,,,,,,,,,,,
,"Ehret, Walter",Hail the King of Heaven,1579,5,SATB,Cambiata Press,,,Sacred,"Piano, opt trumpets",,,,,,,,,,,,,,,,,
,"Eilers, Joyce",It's Time to Fly Away,904,36,SAB,Sharing Horizons Studio,,,,Piano,,,,,,,,,,,,,,,,,
,"Eilers, Joyce",Brighten My Soul With Sunshine,907,48,3-part,Hal Leonard,,,,Piano,,,,,,,,,,,,,,,,,
,"Eilers, Joyce","Power and the Glory, The",983,35,3-part,Jenson,,,Spiritual,Piano,,,,,,,,,,,,,,,,,
,"Eilers, Joyce",Send Down the Rain,1012,50,3-part,Jenson,,,,Piano,,,,,,,,,,,,,,,,,
,"Eilers, Joyce",Haunting Melody,1021,20,3-part,Jenson,,,,Piano,,,,,,,,,,,,,,,,,
,"Eilers, Joyce",Thy Will Be Done,1022,20,SATB,Heritage,,,,Piano,,,,,,,,,,,,,,,,,
,"Eilers, Joyce",Midnight Train,1048,50,SATB,Jenson,,,,Piano,,,,,,,,,,,,,,,,,
,"Einstein, Alfred","Golden Age of the Madrigal, The",1107,4,SATB,G. Schirmer,,,Madrigal Collection,,,,,,,,,,,,,,,,,,
,"Eldridge, Peter",Come Home,2340,4,SATB,Shawnee Press,,,,A cappella,,,,,,,,,,,,,,,,,
,"Elgar, Edward","As Torrents in Summer (from Cantata ""King Olaf"")",265,55,SATB,B.F. Wood ,,,,A cappella,,,,,,,,,,,,,,,,,
,"Elgar, Edward",Land of Hope and Glory,957 /3 envelopes,80,SATB,Boosey & Hawkes,,,,Piano,,,,,,,,,,,,,,,,,
"Cacavas, John","Ellington, Duke",Portrait of Duke Ellington,927,25,SSATB,Belwin Mills,,,Medley,"Piano, opt guitar, bass, and drums",,,,,,,,,,,,,,,,,
Crockett,"Ellington, Duke",Day Dream,1256,15,SATB,Copies,,,Jazz,Rhythm Section,,,,,,,,,,,,,,,,,
,"Elmore, Robert",The Living Christ,2486,2,SATB,Sacred Music Press,,,,"Organ, sop solo",,,,,,,,,,,,,,,,,
,"Elsberry, Jim",Snowflakes & Firelight,1735,49,SSATBB,JADD Productions,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Emerson, Roger","First, We Must Be Friends",266,33,SAB,Jenson,,,,opt. rhythm section,,,,,,,,,,,,,,,,,
,"Emerson, Roger",Music! Music!,901,30,SATB,Jenson,,,,"Piano, guitar, bass, drums",,,,,,,,,,,,,,,,,
,"Emerson, Roger",Blue Moon,911,23,SAT,Jenson,,,,"Piano, opt rhythm section",,,,,,,,,,,,,,,,,
,"Emerson, Roger","Muppet Movie, The",915,9,SATB,Jenson,,,,Piano with opt rhythm section,,,,,,,,,,,,,,,,,
,"Emerson, Roger",Listen to the Music,967,30,SATB,Jenson,,,,"Piano, guitar, bass, drums",,,,,,,,,,,,,,,,,
,"Emerson, Roger",Hello Sunshine,1023,15,3-part,Jenson,,,,"Piano, guitar, bass, drums",,,,,,,,,,,,,,,,,
,"Emerson, Roger",Sinner Man,1034,30,3-part,Jenson,,,,rhythm section,,,,,,,,,,,,,,,,,
Shaw,"Emerson, Roger",I See You Passing,1266,20,SATB,Hal Leonard,,,Jazz,Rhythm section,,,,,,,,,,,,,,,,,
,"Emerson, Roger",Let Your Love Fly Free,1032 /2 envelopes,40,3-part,Jenson,,,,rhythm section,,,,,,,,,,,,,,,,,
,"Enders, Harvey",Russian Picnic,1165,30,SATB,Schirmer,,,Russian,"Piano, ten solo",,,,,,,,,,,,,,,,,
"Shaw, Geoffrey",English Folk,Gossip Joan,1868,30,SATB,Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
,"Erb, James",Shenandoah,1345,25,SATB,Lawson-Gould,,,American Folk Song,A cappella,,,,,,,,,,,,,,,,,
,Eric Whitacre,I Thank You God for Most This Amazing Day,1909,40,SATB,G. Schirmer,,,,A cappella divisi,,,,,,,,,,,,,,,,,
,"Esenvalds, Eriks",O Salutaris Hostia,2067,25,SSAATTBB,Musica Baltica,,,,A cappella,,,,,,,,,,,,,,,,,
,"Esenvalds, Eriks",Long Road,2071,25,SSAATTBB or SATB,Musica Baltica,,,,A cappella,,,,,,,,,,,,,,,,,
,"Estes, John","Sing, Sing!",1527,7,2-part,Shawnee Press,,,Christmas or general,Piano,,,,,,,,,,,,,,,,,
,"Estevez, Antonio",Mata del Anima Sola,1736 /2 envelopes,75,SATB,Earthsongs,,,,A cappella,,,,,,,,,,,,,,,,,
,"Eville, Vernon",Break Forth into Joy (Vespers Choral Collection),859,15,SATB,Boosey & Hawkes,,,Collection,Piano,,,,,,,,,,,,,,,,,
,"Eville, Vernon","Lord, Make Me Strong (Vespers Choral Collection)",859,15,SATB,Boosey & Hawkes,,,Collection,Piano,,,,,,,,,,,,,,,,,
,"Fanning, Eaton",Daybreak,267,23,SATB,Oliver Ditson ,,,,Piano,,,,,,,,,,,,,,,,,
,"Fanning, Eaton","Miller's Wooing, The",268,12,SATB,G. Schirmer,,,,Piano,,,,,,,,,,,,,,,,,
,"Fanning, Eaton",Song of the Vikings,269,11,SATB,Gamble Hinged Music,,,,Piano,,,,,,,,,,,,,,,,,
"Kerman, Joseph","Farmer, John",O Stay Sweet Love,270,27,SATB,Theodore Presser ,,,,A cappella,,,,,,,,,,,,,,,,,
,"Farmer, John",Fair Phyllis I Saw,1980,7,SATB,CPD,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
,"Farrow, Larry",Jamaican Marketplace,1607,35,SATB,Gentry/Hal Leonard,,,Jamaican,A cappella,,,,,,,,,,,,,,,,,
,"Farthing, Scott",Come Travel With Me,39,20,TTB,Walton Music,,,Walt Whitman poetry,Piano,,,,,,,,,,,,,,,,,
,"Farthing, Scott",A Jubilant Song,1954 /2 envelopes,42,SATB,Colla voce,,,"Based on ""Song of Joy"" by Walt Whitman",Piano,,,,,,,,,,,,,,,,,
,"Faure, Gabriel",Ave Verum,1738,85,SATB,ECS Publishing,,,,Organ,,,,,,,,,,,,,,,,,
"Kersten, Christopher","Faure, Gabriel",Pavane,2355,20,SATB,CPD,,,,Piano,,,,,,,,,,,,,,,,,
,"Faure, Gabriel",Messe Basse 1. Kyrie eleison,2420,14,SSA,CPDL,,,,"Organ, divisi",,,,,,,,,,,,,,,,,
"Rutter, John","Faure, Gabriel",Cantique de Jean Racine,1739 /3 envelopes,35,SATB,Oxford/Hinshaw ,,,,"String Parts, Organ",,,,,,,,,,,,,,,,,
"Rutter, John","Faure, Gabriel",Requiem,1740 /4 Envelopes,17,"SATB, Soprano and Baritone Solos",Hinshaw,,,Large Work,"Organ, orchestra",,,,,,,,,,,,,,,,,
,"Faure, Gabriel",Cantique de Jean Racine (A Song of Praise),932 /3 envelopes,60,SATB,Belwin Mills,,,,Piano,,,,,,,,,,,,,,,,,
,"Favero, Alberto",Te Quiero,1741 /2 Envelopes,40,SATB,Earthsongs,,,,bass and alto solos,,,,,,,,,,,,,,,,,
,"Fearis, John S.","Chambered Nautilus, The",2622,66,SATB,J.S. Fearis & Bros.,,,Short Cantata,"Piano, med voice solo",,,,,,,,,,,,,,,,,
Lojeski,Feliciano,Rain,1246,20,SATB,Johi Music  ,,,Jazz,Rhythm section,,,,,,,,,,,,,,,,,
,"Feller, Sid",Glen Campbell Choral Show,919,17,SATB,Hansen,,,,Piano,,,,,,,,,,,,,,,,,
,"Ferguson, Earle",Ye Followers of the Lamb,1388,50,SATB,Hal Leonard,,,Shaker song,Piano,,,,,,,,,,,,,,,,,
,"Ferguson, Michael","Sleep, Lord Jusus",1554,6,SATB,Augsburg ,,,Welsh lullaby,"Organ, opt instruments, sop solo",,,,,,,,,,,,,,,,,
,"Festa, Constantius",Down in a Flow'ry Vale,987,9,SSATB,G. Schirmer,,,Madrigal,Piano,,,,,,,,,,,,,,,,,
,"Fetler, Paul",Make a Joyful Noise,2453,2,SATB,Augsburg Publishing,,,,A cappella,,,,,,,,,,,,,,,,,
,Fields/Barnes,Rhythm of Life,1277,20,SATB,Shawnee Press,,,Jazz,4-hand piano,,,,,,,,,,,,,,,,,
,"Fine, Irving","Father William (from ""Alice in Wonderland"")",271,28,SATB,M. Whitmark & Sons,,,,Piano,,,,,,,,,,,,,,,,,
,"Fine, Irving",Hen Party,272,46,"Soprano solo, SATB",M. Whitmark & Sons,,,,Soprano solo,,,,,,,,,,,,,,,,,
,"Fine, Irving","Lobster Quadrille (from ""Alice in Wonderland"")",273,21,SATB,M. Whitmark & Sons,,,,Piano,,,,,,,,,,,,,,,,,
,"Fine, Irving",Have You Seen the White Lily Grow,1656,14,SATB,Bosset & Hawkes,,,,A cappella,,,,,,,,,,,,,,,,,
,"Fine, Irving",Caroline Million (Scherzando),2234,35,SSAA,M Witmark and sons,,,,Piano,,,,,,,,,,,,,,,,,
,"Fine, Irving","Father William (From ""Three Settings of Alice In Wonderland"")",2245,7,SSA,M. Witson,,,,Piano,,,,,,,,,,,,,,,,,
,"Finney, Ross Lee",Pilgrim Psalms,274 /2 envelopes,12,"SATB mixed, Soprano, Alto, and Tenor solos",Carl Fischer,,,Psalm cycle,"mixed chorus, a cappella chorus, soprano, alto, & tenor solos, organ",,,,,,,,,,,,,,,,,
,"Finzi, Edward",God is Gone Up,275 /2 envelopes,41,SATB,Boosey & Hawkes,,,,Organ,,,,,,,,,,,,,,,,,
,"Finzi, Gerald",My Spirit Sang All Day,2290,29,SATB,Boosey & Hawkes,,,,A cappella,,,,,,,,,,,,,,,,,
,"Fischer, William",Steal Away,276,68,SATB,Oliver Ditson ,,,Negro Spiritual,piano,,,,,,,,,,,,,,,,,
,"Fisher, Howard",Spanish Gold,2121 /3 Envelopes,110,TTBB,Boosey & Hawkes,,,,Piano,,,,,,,,,,,,,,,,,
,"Fissinger, Edwin",When Johnny Comes Marching Home,277,52,"SSATBB, brass, & percussion",Summy-Birchard,,,,"3 trumpets, 3 trombones, snare drum, timpani",,,,,,,,,,,,,,,,,
,"Fissinger, Edwin",Reeds of Innocence,2278,3,SSA,Plymouth Music,,,,Piano,,,,,,,,,,,,,,,,,
,FitzSimmons,I Wonder as I Wander,278,55,SSAATTB,Mimeographed Copy,,,Sacred,A cappella,,,,,,,,,,,,,,,,,
,"Fletcher, Percy",Sumer is icumen in,988,15,4-part ,G. Schirmer,,,,"A cappella, round",,,,,,,,,,,,,,,,,
,"Floering, G.K.",I Am Music,279,21,SATB,Hall & McCreary,,,christmas,A cappella,,,,,,,,,,,,,,,,,
,"Fogg, Eric",Carol of the Little King,280,83,SATB,Boosey & Hawkes,,,christmas,A cappella,,,,,,,,,,,,,,,,,
,Folk,Here We Come a-Caroling,1625,13,SATB,Word Music,,,Collection,Collection of Carols With Organ,,,,,,,,,,,,,,,,,
,"Folstrom, Roger",A La Nanita Nana,1742 /2 Envelopes,100,SATB,Mark Foster/Shawnee Press,,,,guitar or harp,,,,,,,,,,,,,,,,,
,"Foltz, David",In-a That Great Gittin' Up Mo'nin',281,13,SATB,Mills Music ,,,Negro spiritual,piano,,,,,,,,,,,,,,,,,
,"Foltz, David",She Walks in Beauty,282,82,SATB,Remick,,,,A cappella,,,,,,,,,,,,,,,,,
,"Fonseca, C. A. Pinto",Muie Rendera,1743,40,SATB,Earthsongs,,,,"A cappella, percussion",,,,,,,,,,,,,,,,,
,"Forbes, Elliot",Five French Noels,959 /3 envelopes,65,SATB,G. Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Ford, Thomas",First Since I Saw Your Face,1046,15,SATB,Bourne,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
"Weymuth, Richard","Ford, Thomas",There Is a Lady Sweet and Kind,1744,80,SATB,Shawnee Press,,,,A cappella,,,,,,,,,,,,,,,,,
Davies,"Foree, Eddie",You've Been My Music All Along,1229,20,SSATTB,Vortex,,,Jazz,Rhythm section,,,,,,,,,,,,,,,,,
,"Forrest, Dan","Ban, Ban, Caliban",2312,18,SSAA,Santa Barbara,,,,"Piano, percussion",,,,,,,,,,,,,,,,,
,"Forrest, Dan",The Hands That First Held Mary's Child,2362,19,TTBB,Oxford,,,Christmas,Piano  and cello parts included,,,,,,,,,,,,,,,,,
,"Forrest, Dan",Entreat Me Not To Leave You,2050 /2 envelopes,40,SATB,Hinshaw,,,,A cappella divisi,,,,,,,,,,,,,,,,,
George Lynn,"Foster, Stephen",De Camptown Races,283,47,SATB mixed,Theodore Presser ,,,,A cappella,,,,,,,,,,,,,,,,,
"Terri, Salli","Foster, Stephen",De Camptown Races,284,52,SATB,Lawson-Gould,,,,A cappella,,,,,,,,,,,,,,,,,
S. Earle Blakeslee,"Foster, Stephen",Old Black Joe,285,24,SATB,Music Products ,,,,"A cappella, Chimes, Vibra-Harp",,,,,,,,,,,,,,,,,
"Shaw, Parker","Foster, Stephen",Some Folks,286,14,SATB,G. Schirmer,,,,opt guitar,,,,,,,,,,,,,,,,,
"Halloran, Jack","Foster, Stephen",Nelly Bly,2018,30,SSAATTBB,Gentry Publications,,,,A cappella,,,,,,,,,,,,,,,,,
