library,composer,arranger,title,envelope,publisher,score_full/cond/oversized,missing_parts,playingtime,comments,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26
Wind Bands,"Bukvich, Daniel",,Electricity,946,,Full,,,All photocopy parts,,,,,,,,,,,,,,,,
Wind Bands,Gordon,,William Byrd suite,947,Boosey-Hawkes,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Daehn, Larry D.",,As summer Was just Beginning,948,Daehn Pub.,,,,Score Missing,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,unusual behavior in ceremonies involing drums,949,,full,,,score is in oversize drawer,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",threnos,46,950,,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",,Fairest of the Fair,951,Theodore Presser Co.,Cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,,"Bukvich, D",Here's a toast to Idaho,952,,no,,,"copies. No score, dooe, bassoon, bari sax, horn parts",,,,,,,,,,,,,,,,
Wind Bands,"Stone, Jesse",,Idaho,953,,no,,,copies,,,,,,,,,,,,,,,,
Wind Bands,,"Bukvich, Daniel",Silver & gold Waltz,953,,,,,copies,,,,,,,,,,,,,,,,
Wind Bands,"Miller, Sy & Jill Jackson",Lilly Steve,Let there be Peace of Earth,954,manusript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Arban, Jean Baptiste","Leidzen, Erik",The Carnival of Venice for solo cornet,955,Belwin Inc.,,,,"score, solo, other parts missing",,,,,,,,,,,,,,,,
Wind Bands,"Nelson, Ron",,Homage to Machaut,956,Boosey-Hawkes,,,,3rd mut from Medieval Suite,,,,,,,,,,,,,,,,
Wind Bands,"Bernstein, Leonard","Grundman, Clare",Candide Suite,957,,,,,"Full score is in ""oversize"" drawer",,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Buffalo Jump Ritual,958,,,,,one part set of computer manuscript parts.,,,,,,,,,,,,,,,,
Wind Bands,"Williams, Clifton",,the Sinfonians,959,Edward marks,,,,cond. Score,,,,,,,,,,,,,,,,
Wind Bands,"Camphouse, Mark",,whatersever things?,960,southern music.,,,14:00,,,,,,,,,,,,,,,,,
Wind Bands,"Zdechlik, John",,Chorale & Shaker Dance,961,Niel A. Kjos Music Co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Nature of light & Color,962,N/A,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",,Colonial Song,963,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dello Joio, Norman",,Fantasies On a Theme by Haydn,964,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",Brion,Fugue on Yankee Doodle,965,,,,,,,,,,,,,,,,,,,,,
Wind Bands,Naylor,,Symphony #2,966,Swan River,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Stamp, Jack",,Aubrey fanfare,967,La Jolla,,,2:00,,,,,,,,,,,,,,,,,
Wind Bands,"Ewazen, Erik",,Celtic Hymns & Dances,968,Southern Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Jaga, r",,Third Suite,969,Beam me up music,,,,,,,,,,,,,,,,,,,,
Wind Bands,Jess Fuller,,Expressions,970,,,,,,,,,,,,,,,,,,,,,
Wind Bands,King,"Paynter, John",Hosts of Freedom,972,Cl Barnhouse,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,Alleluia! Laudamus Te,973,Hal Leonard,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ellerby, M",,paris Sketches,974,Maecenao Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,Armainan Dances I,975,Sam Fox Pub.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,Armenian Dances (part one),975,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ginastera, Alberto","Bimm, Greg",Impetuosamente,976,Boosey & Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Boysen Jr., Andrew",,Conversations with the night,977,Kjos concert Bandwores,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Camphouse, Mark",,Pacific Commemoration,978,TRN music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Niehaus, Lennie",,Windom Ridge Rhapsody,979,,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Wilson, Dana",,Sang!,980,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Coppola, Andou",,Carnival of venice,981,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Strauss, Johann","reed, A",perpetuum Mobile,982,Barnhouse & Co,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gillingham, david",,Be thou my vison,983,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Whelan, Bill",Stroman,Riverdance,984,McGuiness/Whelan,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Yugoslav Folk Songs,985,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Margolis, Bob",,Terpsichore,986,Manhattan Beach,,,10 min,downloaded from internet,,,,,,,,,,,,,,,,
Wind Bands,Ellington,"Newsom, T",The Symphonic Duke,987,Hal Leonard,,,,Full Score,,,,,,,,,,,,,,,,
Wind Bands,"Strauss, E","reed, A",Clear Track Polka,988,Barnhouse,,,,full score,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,The hunted Mine,989,N/A,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Jack Teagarden enters Heaven,990,N/A,,,,all Al Gemberling Score-oversize,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Five sketches for Improvisation,991,N/A,,,,for John Harbaugh,,,,,,,,,,,,,,,,
Wind Bands,"Hindemith, Paul",,March (from 'Symphonic Metamorphosis'),992,Schott,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Cichy, Roger",,Bugs,993,C. Alan,,,,all copies/ 6 mvmts.,,,,,,,,,,,,,,,,
Wind Bands,"Arnold, Malcolm","Paynter, John",Tam O' Shanter,994,Carl Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"McBeth, W. Francis",,Through Countless Halls of Air,995,,,,13min,Oversize score/ 3 mvmts.,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",,Molly on the shore,996,Southern Music,,,10 min,,,,,,,,,,,,,,,,,
Wind Bands,Ticheli,,Postcard,997,Manhattan Beach,,,7 min,,,,,,,,,,,,,,,,,
Wind Bands,Grundman,,Kentucky 1800,998,Boosey & Hawkes,,,5min,Grade 3 piece,,,,,,,,,,,,,,,,
Wind Bands,"Fuller, Jess",,Symphonic Overture,999,N/A,,,6:10,All copies,,,,,,,,,,,,,,,,
Wind Bands,"Tull, Fisher",,Sketches on a Tudor Psalm,1000,Boosey & Hawkes,,,10.5 min,Full Score,,,,,,,,,,,,,,,,
Wind Bands,,Bukvich,Go Vandals,1001,,,,,"copies, w. score",,,,,,,,,,,,,,,,
Wind Bands,"Fillmore, Henry",Fennell,The Klaxon,1002,Carl Fischer,,,4 min,All copies,,,,,,,,,,,,,,,,
Wind Bands,"Schuller, Gunther",,On Winged Flight,1003,Schirmer,,,13 min,Occupies 2 folders,,,,,,,,,,,,,,,,
Wind Bands,"Gershwin, George","Custer, calvin",Selections from Porgy and Bess,1004,Warner bros.,,,6min,Features 5 selections,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip","Brion, Keith",The Liberty Bell,1005,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Iwai, Naohiro",,Cielito Lindo,1006,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Oratorio,1007,,,,,With vocal narration,,,,,,,,,,,,,,,,
Wind Bands,,"Hunberger, D (arr.)",Dancin' Into The '20's,1008,Warner Bros.,,,,"Oversized Score, 4 movements",,,,,,,,,,,,,,,,
Wind Bands,"Sullivan, Arthur","Mackerras, Charles",Pineapple Poll,1009,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holsinger, David",,To Tame the Perilous Skies,1010,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,Symphonic Movement,1011,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Jordan, Jeff",,And A Time,1012,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",Daehn,"Themes from ""Green Bushes""",1013,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Phillip",,The Liberty Bell (March),1014,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Barnes, James",,Yorkshire Ballad,1015,Southern Music Company,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gershwin, George","Rogers, R. Mark",Cuban Overture,1016,WB Music Corp,Full,,,Score in Oversize,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Ballroom Portraits,1018,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Welcher, Dan",,Zion,1024,Elkan-Vogel,Full,,10:00,,,,,,,,,,,,,,,,,
Wind Bands,"Jager, Robert",,Variations on a Theme of Robert Schumann,1025,Warner Bros,Full,,9:23,,,,,,,,,,,,,,,,,
Wind Bands,"Williams, Clifton",,"Symphonic Dance No. 3 ""Fiesta""",1026,Sam Fox,Full,,6:46,,,,,,,,,,,,,,,,,
Wind Bands,"Grundman, Clare",,Hebrides Suite,1027,Boosey & Hawkes,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ticheli, Frank",,Shenandoah,1028,Manhattan Beach,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Whitacre, Eric",,Noisy Wheels of Joy,1029,Carpe Ranam,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Saucedo, Richard",,Windsprints,1030,Musicworks,missing,,,,,,,,,,,,,,,,,,,
Wind Bands,"Shaffer, David",,When Angels Weep,1031,CL Barnhouse,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Texidor, Jaime","Winter, Aubrey",Amparito Roca,1032,Boosey & Hawkes,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Fillmore, Henry","Foster, Robert",Circus Bee,1033,Carl Fischer,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gershwin, George","Barker, Warren",Gershwin!,1034,Belwin,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hazo, Samuel",,Ride,1035,,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip","Brion, K",Semper Fidelis,1036,CL Barnhouse,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Jones, Spike","Custer, Calvin","Salute to Spike Jones, A",1037,Hal Leonard,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Copland, Aaron",,Emblems,1038,Boosey & Hawkes,Full & Condensed,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dickow, Robert",,Galena,1039,,Full,,,Oversized score,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,B-flat Symphony,1040,,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Kabalevsky, Dimitri","Hunsberger, Donald",Overture to Colas Breugnon,1041,Schirmer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip","Fennell, F",Nobles of the Mystic Shrine,1042,Belwin,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Saint-Saëns, Camille","Schissel, Loras John","Occident and Orient Grand March, Op. 25",1043,Ludwig,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dello Joio, Norman",,Variants on a Medieval Tune (copy 2),1044,Hal Leonard,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Wilson, Dana",,Piece of Mind,1045,Ludwig,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Honor and Glory,1046,,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Gloria,1047,,,,,"Concert Band, SATB chorus and reader",,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Rain Forest,1048,,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Flag Day Parade,1049,,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Boysen Jr., Andrew",,I Am,1050,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Del Borgo, Elliot",,Chant Rituals,1051,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Young, Charles",,Tempered Steel,1052,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Stuart, Hugh",,Three Ayres from Gloucester,1053,Concert Works,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelson, Ron",,Courtly Airs and Dances,1054,Ludwig,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Williams, Clifton",,Caccia and Chorale,1055,Barnhouse,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Alfred Reed,"Come, Sweet Death",1056,Barnhouse,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,The Hounds of Spring,1057,Hal-Leonard,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,Suite from Bohemia,1058,Hal-Leonard,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mahr, Timothy",,Hymn and Celebration,1059,Kjos Music Co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mozart, W.A.","Buehlman, B.",Ave Verum Corpus,1077,Ludwig,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bagley, E",Fennell,National Emblem,1078,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ticheli, Frank",,An American Elegy,1079,Manhattan,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Smith, Robert W.",,Hadrian's Wall,1080,Barnhouse,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Arnold, Malcolm",,Sarabande and Polka,1081,Paterson's,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Lydian Processional,1082,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Puccini, Giacomo","Foster, Robert",La Tregenda,1083,Wingert,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Forrest, Dan",,A Basque Lullaby,1084,Hinshaw,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",,Australian Up-Country Tune,1085,Schirmer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Verhelst, Steven",,A Song for Japan,1086,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Edstrom, Brent",,Uncommon Journey,1087,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Barber, Samual",Saucedo,Andante and Tranquillo,1088,Schirmer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",Fennell,The Black Horse Troop,1089,Sam Fox,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Naylor, Craig",,Chickadee Symphony,1090,Swan River,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Shaffer, David",,Costa del Sol,1091,Birch,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Fuchs, Kenneth",,Rush,1092,Piedmont,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Vaughan-Williams, R",Stout,Linden Lea,1093,Boosey,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelson, Ron",,Rocky Point Holiday,1094,Boosey,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bizet, Gorge",Bellis,Suite from Carmen,1095,B and B,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Sonata for Trumpet and Winds,1096,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hayes, Isaac",Lowden,Selections from Shaft,1097,Big Bells,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Taylor, Paul",,Sun Beams,1098,,oversized,,,,,,,,,,,,,,,,,,,
Wind Bands,"Rimsky-Korsakov, Nikolai",,Concerto for Trombone and Miulitary Band,1099,Masters,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Broughton, Bruce",,Excursions for Trumpet and Band,1100,Black Squirrel,oversized,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grantham, Donald",,Bum's Rush,1101,Judy Green,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holsinger, David",,On a Hymn song of Lowell Mason,1102,TRN,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Textor, Scott",Ludlow,U.S. Air Force Blue,1103,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gandolfi, Michael",,Vientos Y Tango,1104,Boosey,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bennett, Richard",,Concerto for Trumpet and Wind Orchestra,1106,Studio Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Rhythm,1107,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Anderson, Leroy",,Sleigh Ride,1108,Mills,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Naylor, Craig",,Lullaby for a Sweet Soul,1109,Swan River,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,First Suite for Band,1110,Piedmont,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Saint-Saëns, Camille",Frackenpohl,Pas Redoublé,1111,Shawnee Press,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Taylor, Paul",,In Memorian,1113,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Casco Bay: Bells and Whistling Buoys,1115,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Uhl, Barry",,March,1116,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ewazen, Erik",,Shadowcatchers,1117,,,,,Mvt. I: 1117; Mvt. II: 1118; With Brass Quintet,,,,,,,,,,,,,,,,
Wind Bands,"Howey, Brad",,Shenandoah,1119,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Chaminade, Cécile",,Concerto for Flute Solo with Band Accompaniment,1120,Carl Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",,Library of Congress March,1121,JPS,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Naylor, Craig",,Elderspeak,1122,Swan River,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Yellowstone Counterpoint,1123,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Shaffer, David",,Spania,1125,Birch Island,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hazo, Samuel",,Southern Hymn,1126,Musicworks,,,,,,,,,,,,,,,,,,,,
Wind Bands,"La Plante, Pierre",,In the Forest of the King,1127,Daehn Pub,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Fire Music,1129,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Spittal, Robert",,Sky Dreams,1131,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gershwin, George",Hermann,Porgy and Bess Medley,1132,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mackey, John",,Concerto for Soprano Sax and Wind Ensemble,1133,Osti Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,Demerssemann,,Le Carnival de Venise,1134,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ruthkowski, Chris",,Concerto for Alto Saxophone and Wind Ensemble,1135,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Debussy, Claude",Byrnes,Suite Bergamasque,1136,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"White, Billy",,Bastion,1137,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hidas, Frigyes",,Vidám Zene Fúvószenekarra,1138,Edito Musica Budapest,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Spittal, Robert",,Winter Dreams,1139,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Chambers, Jeff",,The Wildcat,1140,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Saucedo, Richard",,Nightsong,1141,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Boysen Jr., Andrew",,Snowflakes Dancing,1142,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ticheli, Frank",,Sun Dance,1143,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Smith, Robert W.",,Where the Black Hawk Soars,1144,Belwin-Mills,,,,,,,,,,,,,,,,,,,,
Wind Bands,Kalinnikov,Glenn Cliffe Bainum,Finale From Kalinnikov's Symphony No. 1,1145,Hal-Leonard Corp.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Whitacre, Eric",,Lux Aurumque,1146,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,The False Illusion of Cool,1147,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Yasinitsky, Greg",,Nighthawk in Flight,1148,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Schöenberg, Claude-M",,Les Misérables,1149,Hal Leonard,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mackey, John",,Foundry,1150,Osti,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Karmick, Brant",,Mambo Furioso,1151,JPM Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hazo, Samuel",,Perthshire Majesty,1152,Boosey,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Tower of the Winds,1153,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gould, Morton",,Jericho,1154,Alfred,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",Schissel,The Thunderer,1155,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hazo, Samuel",,Blue and Green Music,1156,Musicworks,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Del Tredici, David",Spede,Acrostic Song from Final Alice,1157,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Schuman, William",,"Be Glad Then, America",1158,Theodore Presser Co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Boysen Jr., Andrew",,Unraveling,1160,Neil A. Kjos Music Co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"DiLorenzo, Anthony",,"Gemini for Horn, Euphonium, and Band",1163,Art of Sound Music,,,,For Solo Euph. and Horn,,,,,,,,,,,,,,,,
Wind Bands,"Heed, J.C.",,In Storm & Sunshine,1164,Fillmore Bros. Co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Fulton, Ruby",,Junk Pop,1165,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gregson, Edward",,Concerto for Piano & Wind Band,1166,Maecenas Music,,,,Oversized Score,,,,,,,,,,,,,,,,
Wind Bands,"Champagne, Dylan",,Redox,1167,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",,National Game,1168,Southern Music Co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,George Lam,,Anniversaries,1169,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hovik, Sy",,In The Distance,1170,,,,,Oversized score,,,,,,,,,,,,,,,,
Wind Bands,"Ives, Charles","Sinclare, James B.","""Country Band"" March",1171,"Marion Music, INC",Yes,"1 1st Flute, 1 2nd Flute, 1 Tenor sax",,,,,,,,,,,,,,,,,,
Wind Bands,"Bernstein, Leonard","Grundman, Clare",Salvia! A Concert Overature,1172,"Jalna Publications, Inc.",Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Grundman, Clare",,Concord,1173,Boosey & Hawkes,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Granger, Percy Aldridge",,The Immovable Do,1174,G. Schirmer,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"King, Karl L.","Glover, Andrew",The Big Cage: Circus Galop,1175,C. L. Barnhouse Company,Yes,"1 Bb Bass Clarinet, 1 Baritone Saxophone,",,,,,,,,,,,,,,,,,,
Wind Bands,"Nowlin, Ryan",,Let Freedom Ring,1176,Neil A. Music Company,Yes,"2 Percussion 2, 2 Percussion 4",,,,,,,,,,,,,,,,,,
Wind Bands,"Schwarz, Otto",,Skyliner March,1177,Mitropa,Yes,"1 1st Bb clarinet, 1 3rd trumpet, 1 3rd trombone",,,,,,,,,,,,,,,,,,
Wind Bands,"Jenkins, Joseph Willcox",,American Overature,1178,Theodore Presser Company,Yes,"1 1st flute, 2 2nd flute, 2 3rd flute, 1 1st trombone, 1 2nd trombone, 1 3rd trombone, 1 1st Baritone (TC), 1 2nd Baritone (TC), 1 3rd Baritone (TC), 1 3rd cornet, 1 4th cornet, 1 bass instrument,",,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",,The Invincible Eagle March,1179,FREE DOMAIN,Yes,1 1st trombone,,,,,,,,,,,,,,,,,,
Wind Bands,"Boysen Jr., Andrew",,Kirkpatrick Fanfare,1180,Wingert Jones Publications,,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Williams, Ralph Vaughan","Stout, John W.",Linden Lea,1181,Boosey & Co.,No,Unknown due to missing score,,,,,,,,,,,,,,,,,,
Wind Bands,"Lo Presti, Ronald",,Elegy For Young Americans,1182,Theodore Presser Company,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Phillip",,The Gladiator March,1183,FREE DOMAIN,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Hager, Robert",,Esprit De Corps,1184,Edward B. Marks Company,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Becket Jr., James A.",,The Glass Bead Game,1185,N/A?,No,Unknown due to missing score,,,,,,,,,,,,,,,,,,
Wind Bands,"Daughtrey, Nathan",,Twitch,1186,Alan Publications,No,Unknown due or missing score,,,,,,,,,,,,,,,,,,
Wind Bands,"Saucedo, Richard",,Legacy,1187,MUSICWORKS,No,Unknown due to missing score,,,,,,,,,,,,,,,,,,
Wind Bands,"Erickson, Frank",,Air For Band,1188,"Bourne, Inc.",Yes,"3rd Bb Clarinet, 3rd Trumpet, Baritone BC,",,,,,,,,,,,,,,,,,,
Wind Bands,"Curnow, James",,Rejouissance,1189,Jenson Publications,Yes,"1 3rd Trumpet, 1 III Percussion, Timpani",,,,,,,,,,,,,,,,,,
Wind Bands,"Saucedo, Richard",,With Each Sunset (Comes the Promise of a New Day,1190,Hal Leonard,Yes,"1 3rd Trumpet, 2 2nd Percussion, 1 Mallet Percussion",,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip","Schissel, Loras John",The Gallant Seventh March,1191,Ludwig Music,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,"Spittal, Robert",,Pacem,1192,Boosey & Hawkes,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Smith, Claude T.",,Variations On a Hymn By Louis Bourgeois,1193,Claude T. Smith Publications,Yes,1 Mallet Percussion 2,,,,,,,,,,,,,,,,,,
Wind Bands,"Maslanka, David",,GIVE us This Day,1194,Carl Fischer,No,Unknown due to missing score,,,,,,,,,,,,,,,,,,
Wind Bands,Multiple Artists,James Christensen,Disney Movie Magic,1195,Hal Leonard,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Fire Music,1196,N/A,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Banned,1197,N/A,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Copland, Aaron","Grundman, Clare",A Copland Tribute,1198,Boosey and Hawkes,Yes,"Condensed Score, 1 Bb Bass Clarinet, 2 1st Alto Saxophones",,,,,,,,,,,,,,,,,,
